"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","percent.rRNA","percent.protein","sample_name","original_sample_name","Batch","Cell_type","Compartment","Species","sampling_type","treatment","ERCC","Sequencer","Sequencing_run","Sequencing_protocol","i5_index","i7_index","cDNA_profile","cDNA_concentration","trial","Date","Probe","Cell_NO","Extract_NO","Note","Volume_preloaded_buffer_fl","Volume_extract_and_preload_fl","Volume_cell_extract_fl","Extraction_time_h","library_concentration","mCherry_TNFa","double_extraction","double_extraction_order","celltype_treatment","input.reads","ave.read.len","uniquely.mapped","multiple.mapped","too.many.mapped","too.many.mismatches","too.short","others","mCherry.log.intercept","mCherry.log.slope","mCherry.AUC","sample_ID"
"exp9_plate9_A5","exp9",509637,4197,3.15989616138546,23.2514515233392,74.1720087042346,"exp9_plate9_A5","exp9_S85","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW505","DW725","",0.494405933,"no","","",NA,NA,"",NA,NA,NA,"","","","85_108",1,"ASPC_not_treated",1016873,76,735265,0,230341,0,4.57,0.47,NA,NA,NA,"sample762"
"exp9_plate9_A4","exp9",542456,6895,0.824583007654077,20.7340318846137,78.1810874983409,"exp9_plate9_A4","exp9_S67","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW504","DW725","",1.313640991,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1041526,76,754745,0,221143,0,6.08,0.22,NA,NA,NA,"sample763"
"exp9_plate8_D9","exp9",564044,4793,5.26554665948047,17.7606711533143,77.5226755359511,"exp9_plate8_D9","plate8_D9","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW720","",0.317003374,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1058083,76,761958,0,212490,0,7.15,0.76,NA,NA,NA,"sample764"
"exp9_plate9_C11","exp9",834520,2435,14.2992378852514,25.7020802377415,63.8020658582179,"exp9_plate9_C11","exp9_S143","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW511","DW727","",0.300504145,"no","","",NA,NA,"",NA,NA,NA,"","","","115_143",2,"ASPC_DMIR_treated",1875155,76,1282278,0,459931,0,6.42,0.67,NA,NA,NA,"sample765"
"exp9_plate8_G1","exp9",369334,4543,7.58744117790401,14.4457320474151,78.0705269485073,"exp9_plate8_G1","plate8_G1","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW723","",0.292614121,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",700282,76,480556,0,142066,0,10.6,0.49,NA,NA,NA,"sample766"
"exp9_plate9_F7","exp9",742544,4377,7.6270227757547,29.2288403111465,64.9786409963585,"exp9_plate9_F7","exp9_S155","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW507","DW730","",0.567119104,"no","","",NA,NA,"",NA,NA,NA,"","","","130_155",2,"ASPC_DMIR_treated",1721471,76,1199301,0,419303,0,5.58,0.39,NA,NA,NA,"sample767"
"exp9_plate9_F5","exp9",1041226,7284,0.954163649390238,25.7658759961814,72.9951038487322,"exp9_plate9_F5","exp9_S176","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW505","DW730","",1.250622909,"no","","",NA,NA,"",NA,NA,NA,"","","","176_189",1,"ASPC_not_treated",2155251,76,1548590,0,489110,0,5.29,0.17,NA,NA,NA,"sample768"
"exp9_plate9_H1","exp9",393743,6025,0.767759680807024,30.3987626446692,68.4306768628268,"exp9_plate9_H1","exp9_S178","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW732","",1.114891657,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",867397,76,589591,0,214429,0,7.16,0.15,NA,NA,NA,"sample769"
"exp9_plate9_B2","exp9",685492,2719,23.3187258202867,60.1165294416273,21.030734129647,"exp9_plate9_B2","exp9_S115","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW502","DW726","",0.465320665,"no","","",NA,NA,"",NA,NA,NA,"","","","115_143",1,"ASPC_not_treated",2272138,76,1494314,0,638365,0,5.71,0.43,NA,NA,NA,"sample770"
"exp9_plate9_F10","exp9",1603790,10571,4.85755616383691,19.3601406667955,74.8550620717176,"exp9_plate9_F10","exp9_S195","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW510","DW730","",4.605123855,"no","","",NA,NA,"",NA,NA,NA,"","","","184_195",2,"ASPC_DMIR_treated",3621167,76,2351211,0,687209,0,16.02,0.07,NA,NA,NA,"sample771"
"exp9_plate8_A7","exp9",597854,5395,6.55427579308661,13.9204554958234,79.8860591381842,"exp9_plate8_A7","plate8_A7","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW507","DW717","",0.447079387,"no","","",NA,NA,"",NA,NA,NA,"","","","19_27",2,"Raw264.7_LPS_treated",1106025,76,777522,0,228336,0,8.36,0.69,NA,NA,NA,"sample772"
"exp9_plate9_B6","exp9",241600,1125,21.0765728476821,15.4904801324503,68.4966887417219,"exp9_plate9_B6","exp9_S122","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW506","DW726","",0.184163071,"no","","",NA,NA,"",NA,NA,NA,"","","","122_150",1,"ASPC_not_treated",631086,76,359658,0,151208,0,14.24,4.81,NA,NA,NA,"sample773"
"exp9_plate9_B3","exp9",1058173,7859,0.565975506840564,19.9507074930092,79.2738994474439,"exp9_plate9_B3","exp9_S118","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW503","DW726","",1.556018227,"no","","",NA,NA,"",NA,NA,NA,"","","","118_142",1,"ASPC_not_treated",1976984,76,1470450,0,401088,0,5.06,0.27,NA,NA,NA,"sample774"
"exp9_plate8_D5","exp9",755432,4389,6.26317127153735,16.3640142329157,76.3363214690402,"exp9_plate8_D5","plate8_D5","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW505","DW720","",0.312938498,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1539821,76,1010179,0,314056,0,13.22,0.78,NA,NA,NA,"sample775"
"exp9_plate8_D11","exp9",578849,6917,7.95060542559459,17.3121142128604,75.1871386147337,"exp9_plate8_D11","plate8_D11","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW511","DW720","",0.812918174,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1109984,76,758465,0,245462,0,9.07,0.48,NA,NA,NA,"sample776"
"exp9_plate9_H9","exp9",483678,4455,21.2333411897998,18.5956359396127,66.1007943301122,"exp9_plate9_H9","exp9_S198","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW732","",0.46047312,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",1044813,76,698747,0,245256,0,9.1,0.55,NA,NA,NA,"sample777"
"exp9_plate8_G2","exp9",612438,4687,8.3881143887218,15.0036411849036,77.3069273950996,"exp9_plate8_G2","plate8_G2","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW502","DW723","",0.308873623,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1186959,76,805501,0,248366,0,10.44,0.77,NA,NA,NA,"sample778"
"exp9_plate9_E2","exp9",482103,7419,1.04459005648171,19.4860849237611,79.4129055409321,"exp9_plate9_E2","exp9_S127","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW502","DW729","",1.730529837,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",904657,76,675986,0,187763,0,4.24,0.28,NA,NA,NA,"sample779"
"exp9_plate9_H6","exp9",552472,9258,9.60501165669934,14.9240142486859,77.7029424115611,"exp9_plate9_H6","exp9_S74","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW506","DW732","",2.646715788,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1010041,76,744313,0,208930,0,5.31,0.31,NA,NA,NA,"sample780"
"exp9_plate9_D3","exp9",155123,1172,26.9805251316697,29.6977237418049,49.5097438806624,"exp9_plate9_D3","exp9_S70","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW503","DW728","",0.189010616,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",472388,76,289922,0,118113,0,9.46,4.16,NA,NA,NA,"sample781"
"exp9_plate9_F1","exp9",583541,8462,2.92353065165944,21.5900853581839,75.8925251182008,"exp9_plate9_F1","exp9_S174","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW730","",2.355863105,"no","","",NA,NA,"",NA,NA,NA,"","","","174_191",1,"ASPC_not_treated",1154715,76,831508,0,255795,0,5.64,0.2,NA,NA,NA,"sample782"
"exp9_plate9_E3","exp9",322328,4447,3.18309299843638,37.1863443448909,59.9228115460028,"exp9_plate9_E3","exp9_S128","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW503","DW729","",0.518643657,"no","","",NA,NA,"",NA,NA,NA,"","","","128_153",1,"ASPC_not_treated",869523,76,593170,0,213427,0,6.46,0.78,NA,NA,NA,"sample783"
"exp9_plate9_A9","exp9",630851,6437,5.30362954168258,21.1108486790066,74.6933903568355,"exp9_plate9_A9","exp9_S102","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW725","",1.357268893,"no","","",NA,NA,"",NA,NA,NA,"","","","77_102",2,"ASPC_DMIR_treated",1250429,76,900065,0,272432,0,5.88,0.35,NA,NA,NA,"sample784"
"exp9_plate8_B8","exp9",585747,5467,8.32048648990093,12.4746690977504,79.7293029243001,"exp9_plate8_B8","plate8_B8","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW508","DW718","",0.430819885,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1124008,76,753548,0,236987,0,10.62,1.25,NA,NA,NA,"sample785"
"exp9_plate8_F6","exp9",623852,4538,5.53480633227112,13.3478773811737,71.7516334002295,"exp9_plate8_F6","plate8_F6","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW506","DW722","",0.369846754,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1149358,76,829770,0,216472,0,8.24,0.73,NA,NA,NA,"sample786"
"exp9_plate9_B12","exp9",564272,8277,9.16862789576658,14.8754501375223,77.4372997419684,"exp9_plate9_B12","exp9_S148","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW512","DW726","",2.447340641,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",1004179,76,747041,0,201463,0,5.26,0.28,NA,NA,NA,"sample787"
"exp9_plate9_E7","exp9",615751,8429,6.84156420371222,15.1294922785347,76.9401917333468,"exp9_plate9_E7","exp9_S168","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW507","DW729","",2.855160211,"no","","",NA,NA,"",NA,NA,NA,"","","","141_168",2,"ASPC_DMIR_treated",1131824,76,850456,0,219564,0,5.12,0.34,NA,NA,NA,"sample788"
"exp9_plate9_C5","exp9",689210,7117,8.87436340157572,25.40749553837,68.5386166770651,"exp9_plate9_C5","exp9_S130","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW505","DW727","",1.396049251,"no","","",NA,NA,"",NA,NA,NA,"","","","130_155",1,"ASPC_not_treated",1518256,76,1097890,0,348142,0,4.56,0.19,NA,NA,NA,"sample789"
"exp9_plate9_B11","exp9",418067,4044,6.36811802892838,23.0042074595699,71.8856068524901,"exp9_plate9_B11","exp9_S145","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW511","DW726","",0.664069999,"no","","",NA,NA,"",NA,NA,NA,"","","","121_145",2,"ASPC_DMIR_treated",878075,76,624807,0,206746,0,4.85,0.45,NA,NA,NA,"sample790"
"exp9_plate9_A12","exp9",426422,2618,7.29441726740178,33.3062084038816,60.7731308422173,"exp9_plate9_A12","exp9_S110","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW512","DW725","",0.250381197,"no","","",NA,NA,"",NA,NA,NA,"","","","89_110",2,"ASPC_DMIR_treated",1158819,76,757822,0,283499,0,9.55,0.59,NA,NA,NA,"sample791"
"exp9_plate8_B9","exp9",512927,6652,5.18104915514293,9.53332540497966,78.8139442844693,"exp9_plate8_B9","plate8_B9","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW718","",0.499922767,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1084434,76,857143,0,131837,0,8.09,0.72,NA,NA,NA,"sample792"
"exp9_plate8_E10","exp9",673356,4481,11.2655118540564,19.2758362589774,70.7246983764903,"exp9_plate8_E10","plate8_E10","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW510","DW721","",0.345457502,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1259824,76,909575,0,257463,0,6.86,0.51,NA,NA,NA,"sample793"
"exp9_plate9_H5","exp9",443941,7767,1.41775596306716,24.8199648151444,73.740204216326,"exp9_plate9_H5","exp9_S88","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW505","DW732","",2.118333414,"no","","",NA,NA,"",NA,NA,NA,"","","","88_112",1,"ASPC_not_treated",907961,76,650006,0,212004,0,4.86,0.2,NA,NA,NA,"sample794"
"exp9_plate9_A7","exp9",606902,3296,20.4657424098125,28.4309493130687,54.4397612794158,"exp9_plate9_A7","exp9_S91","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW507","DW725","",0.334436958,"no","","",NA,NA,"",NA,NA,NA,"","","","65_91",2,"ASPC_DMIR_treated",1504443,76,988877,0,394473,0,7.36,0.68,NA,NA,NA,"sample795"
"exp9_plate8_B2","exp9",496964,3981,12.7101761898246,13.3490554647822,74.766985133732,"exp9_plate8_B2","plate8_B2","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW502","DW718","",0.243835616,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",880418,76,634105,0,178234,0,6.82,0.91,NA,NA,NA,"sample796"
"exp9_plate8_G10","exp9",554154,4172,6.8814805992558,16.2988988620492,77.2178852809869,"exp9_plate8_G10","plate8_G10","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW510","DW723","",0.280419495,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1049423,76,744730,0,204976,0,8.81,0.69,NA,NA,NA,"sample797"
"exp9_plate8_D1","exp9",419830,4581,6.62077507562585,18.3988757354167,74.8126622680609,"exp9_plate8_D1","plate8_D1","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW720","",0.300743872,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",871939,76,565786,0,181423,0,13.76,0.54,NA,NA,NA,"sample798"
"exp9_plate8_H9","exp9",679246,6699,6.78826227905648,14.7562149795509,75.7039423125053,"exp9_plate8_H9","plate8_H9","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW724","",0.463338889,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1316084,76,1045883,0,198404,0,5.31,0.15,NA,NA,NA,"sample799"
"exp9_plate9_G9","exp9",603554,8802,7.90517501333766,12.7421904253803,81.2462513710455,"exp9_plate9_G9","exp9_S158","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW731","",2.70003878,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",1073243,76,790802,0,215676,0,5.93,0.29,NA,NA,NA,"sample800"
"exp9_plate9_H11","exp9",386096,2758,2.90963905349965,29.0730802701919,68.7567340764991,"exp9_plate9_H11","exp9_S190","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW511","DW732","",0.416845218,"no","","",NA,NA,"",NA,NA,NA,"","","","173_190",2,"ASPC_DMIR_treated",856463,76,589772,0,205860,0,6.48,0.62,NA,NA,NA,"sample801"
"exp9_plate9_D9","exp9",641840,2057,13.7607503427646,21.8294278948024,67.9005671195313,"exp9_plate9_D9","exp9_S142","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW728","",0.266571332,"no","","",NA,NA,"",NA,NA,NA,"","","","118_142",2,"ASPC_DMIR_treated",1399947,76,956464,0,332826,0,7.13,0.77,NA,NA,NA,"sample802"
"exp9_plate9_G4","exp9",245121,1457,14.2109407190734,24.5499161638538,63.6232717719004,"exp9_plate9_G4","exp9_S182","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW504","DW731","",0.237486063,"no","","",NA,NA,"",NA,NA,NA,"","","","182_196",1,"ASPC_not_treated",551040,76,367106,0,127824,0,8.57,1.61,NA,NA,NA,"sample803"
"exp9_plate8_H10","exp9",599854,5837,6.07647860979505,17.0709872735699,77.3333177739917,"exp9_plate8_H10","plate8_H10","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW510","DW724","",0.447079387,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1143074,76,797785,0,239134,0,8.85,0.44,NA,NA,NA,"sample804"
"exp9_plate9_F6","exp9",1502418,6333,2.9156333324015,14.6955773959045,82.6881733312567,"exp9_plate9_F6","exp9_S177","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW506","DW730","",0.940380048,"no","","",NA,NA,"",NA,NA,NA,"","","","177_188",1,"ASPC_not_treated",2668235,76,1975306,0,540886,0,5.3,0.4,NA,NA,NA,"sample805"
"exp9_plate8_E1","exp9",418584,4035,10.8472851327332,14.4525352139594,74.8886722856105,"exp9_plate8_E1","plate8_E1","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW721","",0.280419495,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",807459,76,553741,0,161441,0,10.57,0.86,NA,NA,NA,"sample806"
"exp9_plate9_E9","exp9",703784,6096,9.0686915303559,16.8038773259977,77.2920384663476,"exp9_plate9_E9","exp9_S172","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW729","",0.824038974,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",1370879,76,973086,0,308129,0,5.99,0.55,NA,NA,NA,"sample807"
"exp9_plate8_B6","exp9",457671,4183,8.50982474310148,14.841665738052,76.7518588680515,"exp9_plate8_B6","plate8_B6","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW506","DW718","",0.325133125,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",890655,76,599768,0,184000,0,11.07,0.93,NA,NA,NA,"sample808"
"exp9_plate9_G3","exp9",211192,1650,11.5823516042274,20.1489639759082,69.4041440963673,"exp9_plate9_G3","exp9_S132","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW503","DW731","",0.252028697,"no","","",NA,NA,"",NA,NA,NA,"","","","132_160",1,"ASPC_not_treated",487825,76,311770,0,114161,0,10.67,2.02,NA,NA,NA,"sample809"
"exp9_plate9_E12","exp9",394790,2364,22.4909445528002,25.2412675093087,57.3629017958915,"exp9_plate9_E12","exp9_S161","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW512","DW729","",0.254892408,"no","","",NA,NA,"",NA,NA,NA,"","","","133_161",2,"ASPC_DMIR_treated",877108,76,599399,0,222040,0,5.85,0.5,NA,NA,NA,"sample810"
"exp9_plate8_E9","exp9",766339,5221,8.00494298215281,13.1771970368205,79.5963666210385,"exp9_plate8_E9","plate8_E9","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW509","DW721","",0.410495508,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1362747,76,973572,0,260142,0,8.92,0.55,NA,NA,NA,"sample811"
"exp9_plate9_H10","exp9",334840,8117,8.97622745191733,13.562597061283,79.2124596822363,"exp9_plate9_H10","exp9_S149","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW510","DW732","",2.666105967,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",586902,76,441677,0,114628,0,4.94,0.28,NA,NA,NA,"sample812"
"exp9_plate8_H11","exp9",652561,6782,7.82593504668529,11.8401191612738,79.3177955777314,"exp9_plate8_H11","plate8_H11","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW511","DW724","",0.593414902,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1262312,76,947507,0,212496,0,7.39,0.71,NA,NA,NA,"sample813"
"exp9_plate9_D12","exp9",754876,7491,9.20508798796094,12.3637524573572,80.6736470625639,"exp9_plate9_D12","exp9_S171","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW512","DW728","",1.648856408,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",1316333,76,979672,0,259987,0,5.54,0.29,NA,NA,NA,"sample814"
"exp9_plate8_C7","exp9",599434,5448,9.04386471237868,12.3091115952715,79.2225666211793,"exp9_plate8_C7","plate8_C7","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0735","1X75","DW507","DW719","",0.475533515,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1126645,76,768160,0,225889,0,10.93,0.84,NA,NA,NA,"sample815"
"exp9_plate8_C1","exp9",570924,4155,8.43790066628833,15.1093665706819,76.4537836909992,"exp9_plate8_C1","plate8_C1","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW719","",0.264159993,"no","","",NA,NA,"",NA,NA,NA,"","","","31_44",1,"Raw264.7_not_treated",1120819,76,758928,0,227882,0,10.88,1.08,NA,NA,NA,"sample816"
"exp9_plate9_G12","exp9",602793,8066,20.619516152311,17.1962846283882,65.7947255525529,"exp9_plate9_G12","exp9_S197","9_4","ASPC","cytoplasm","mouse","Live_seq","DMIR_treated",1e-08,"NextSeq500","NXT0735","1X75","DW512","DW731","",1.869905716,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_DMIR_treated",1204043,76,869556,0,256558,0,6.18,0.29,NA,NA,NA,"sample817"
"exp9_plate9_E5","exp9",670344,8758,7.4442375854785,15.7598188392825,77.9857804351199,"exp9_plate9_E5","exp9_S84","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW505","DW729","",2.229826943,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1174309,76,889203,0,230462,0,4.47,0.18,NA,NA,NA,"sample818"
"exp9_plate8_F1","exp9",475918,4793,7.51747149719069,15.2675460898726,77.453678995121,"exp9_plate8_F1","plate8_F1","9_4","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW501","DW722","",0.325133125,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",931873,76,626567,0,189845,0,11.79,0.6,NA,NA,NA,"sample819"
"exp9_plate9_H3","exp9",327843,3515,1.46106520499141,20.1196914376699,78.505260139762,"exp9_plate9_H3","exp9_S139","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW503","DW732","",0.455625576,"no","","",NA,NA,"",NA,NA,NA,"","","","139_167",1,"ASPC_not_treated",645867,76,460685,0,133925,0,7.39,0.55,NA,NA,NA,"sample820"
"exp9_plate9_G6","exp9",684925,7516,6.06022557214294,19.5037412855422,75.6916450706282,"exp9_plate9_G6","exp9_S141","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW506","DW731","",1.842023365,"no","","",NA,NA,"",NA,NA,NA,"","","","141_168",1,"ASPC_not_treated",1263996,76,949571,0,254869,0,4.54,0.17,NA,NA,NA,"sample821"
"exp9_plate9_C3","exp9",638464,4034,1.39710304731355,37.7902277967121,60.7742958099439,"exp9_plate9_C3","exp9_S113","9_4","ASPC","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW503","DW727","",0.504101023,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1624531,76,1103008,0,395675,0,7.19,0.56,NA,NA,NA,"sample822"
"exp9_plate8_B11","exp9",554786,6906,9.31043681707902,12.0799731788473,79.9935470613894,"exp9_plate8_B11","plate8_B11","9_4","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0735","1X75","DW511","DW718","",0.629998781,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",966791,76,701289,0,182672,0,7.68,0.89,NA,NA,NA,"sample823"
